conv_id,user_id,conv_date,conv_day,market,revenue
conv_id_16788,user_id_569581,2021-07-15,Thursday,NL,219.73
conv_id_9916,user_id_62541,2021-07-15,Thursday,DE,104.21
conv_id_8443,user_id_494266,2021-07-15,Thursday,NL,55.69
conv_id_8107,user_id_215383,2021-07-15,Thursday,NL,66.12
conv_id_7835,user_id_69012,2021-07-15,Thursday,AT,25.71
conv_id_2609,user_id_593835,2021-07-15,Thursday,DE,50.42
conv_id_2721,user_id_1069431,2021-07-15,Thursday,DE,29.03
conv_id_11478,user_id_758246,2021-07-15,Thursday,DE,0.0
conv_id_5452,user_id_851102,2021-07-15,Thursday,AT,54.31
conv_id_1147,user_id_233468,2021-07-15,Thursday,DE,31.55
conv_id_87,user_id_376090,2021-07-15,Thursday,FR,0.0
conv_id_7896,user_id_181943,2021-07-15,Thursday,FR,24.16
conv_id_6367,user_id_1128698,2021-07-15,Thursday,FR,50.0
conv_id_3026,user_id_1033323,2021-07-15,Thursday,NL,19.42
conv_id_5331,user_id_770867,2021-07-15,Thursday,NL,71.7
conv_id_3038,user_id_441394,2021-07-15,Thursday,NL,75.37
conv_id_3857,user_id_572260,2021-07-15,Thursday,FR,43.21
conv_id_4935,user_id_932004,2021-07-15,Thursday,BE,30.99
conv_id_5615,user_id_336063,2021-07-15,Thursday,DE,39.0
conv_id_14762,user_id_75900,2021-07-15,Thursday,DE,29.03
conv_id_16048,user_id_839169,2021-07-15,Thursday,NL,90.4
conv_id_16249,user_id_411752,2021-07-15,Thursday,AT,161.35
conv_id_15685,user_id_647534,2021-07-15,Thursday,DE,21.47
conv_id_1360,user_id_612757,2021-07-15,Thursday,NL,38.84
conv_id_14460,user_id_199364,2021-07-15,Thursday,NL,56.2
conv_id_16500,user_id_1107981,2021-07-15,Thursday,NL,47.93
conv_id_2999,user_id_830897,2021-07-15,Thursday,DE,37.65
conv_id_11126,user_id_228379,2021-07-15,Thursday,FR,33.29
conv_id_1213,user_id_727385,2021-07-15,Thursday,DE,12.39
conv_id_15127,user_id_225539,2021-07-15,Thursday,DE,67.23
conv_id_7225,user_id_294260,2021-07-15,Thursday,NL,26.86
conv_id_12053,user_id_530041,2021-07-15,Thursday,AT,43.7
conv_id_5432,user_id_824322,2021-07-15,Thursday,AT,62.53
conv_id_14773,user_id_737151,2021-07-15,Thursday,FR,19.12
conv_id_595,user_id_958209,2021-07-15,Thursday,DE,43.7
conv_id_3199,user_id_448172,2021-07-15,Thursday,DE,44.37
conv_id_5592,user_id_52814,2021-07-15,Thursday,DE,72.6
conv_id_17256,user_id_715072,2021-07-15,Thursday,DE,150.67
conv_id_7862,user_id_1000547,2021-07-15,Thursday,NL,49.59
conv_id_1778,user_id_23843,2021-07-15,Thursday,NL,8.26
conv_id_4147,user_id_635645,2021-07-15,Thursday,DE,114.2
conv_id_8674,user_id_643458,2021-07-15,Thursday,FR,8.34
conv_id_16593,user_id_283155,2021-07-15,Thursday,NL,18.59
conv_id_13319,user_id_484866,2021-07-15,Thursday,DE,8.4
conv_id_3777,user_id_827214,2021-07-15,Thursday,NL,62.51
conv_id_10592,user_id_746021,2021-07-15,Thursday,FR,80.04
conv_id_2012,user_id_654166,2021-07-15,Thursday,DE,88.74
conv_id_14009,user_id_993135,2021-07-15,Thursday,DE,45.71
conv_id_14547,user_id_1034469,2021-07-15,Thursday,NL,8.26
conv_id_14769,user_id_747917,2021-07-15,Thursday,FR,8.34
conv_id_9895,user_id_18847,2021-07-15,Thursday,AT,88.06
conv_id_13992,user_id_1134213,2021-07-15,Thursday,DE,45.72
conv_id_5667,user_id_783615,2021-07-15,Thursday,DE,8.4
conv_id_16863,user_id_501903,2021-07-15,Thursday,DE,33.62
conv_id_8225,user_id_468056,2021-07-15,Thursday,DE,51.1
conv_id_10615,user_id_828800,2021-07-15,Thursday,DE,49.08
conv_id_2189,user_id_188865,2021-07-15,Thursday,DE,47.73
conv_id_5329,user_id_813921,2021-07-15,Thursday,DE,112.27
conv_id_13753,user_id_802382,2021-07-15,Thursday,DE,45.71
conv_id_13293,user_id_76900,2021-07-15,Thursday,DE,59.83
conv_id_1924,user_id_602865,2021-07-15,Thursday,DE,53.79
conv_id_16549,user_id_518817,2021-07-15,Thursday,DE,51.1
conv_id_3995,user_id_519544,2021-07-15,Thursday,DE,53.86
conv_id_12539,user_id_930465,2021-07-15,Thursday,DK,389.6
conv_id_9096,user_id_1063374,2021-07-15,Thursday,DE,125.05
conv_id_8885,user_id_121191,2021-07-15,Thursday,DE,34.96
conv_id_508,user_id_107705,2021-07-15,Thursday,FR,8.34
conv_id_14948,user_id_1131501,2021-07-15,Thursday,DE,26.76
conv_id_5837,user_id_7884,2021-07-15,Thursday,DE,65.88
conv_id_10305,user_id_736927,2021-07-15,Thursday,DE,81.33
conv_id_14559,user_id_898396,2021-07-15,Thursday,DE,52.44
conv_id_3081,user_id_1106239,2021-07-15,Thursday,DE,11.64
conv_id_12956,user_id_1105725,2021-07-15,Thursday,DE,17.69
conv_id_11006,user_id_518334,2021-07-15,Thursday,FR,35.0
conv_id_13167,user_id_552631,2021-07-15,Thursday,NL,57.61
conv_id_298,user_id_815826,2021-07-15,Thursday,DE,58.5
conv_id_1016,user_id_1147659,2021-07-15,Thursday,NL,35.54
conv_id_10623,user_id_774352,2021-07-15,Thursday,AT,25.71
conv_id_7438,user_id_939763,2021-07-15,Thursday,DE,46.39
conv_id_4511,user_id_501037,2021-07-15,Thursday,DE,37.65
conv_id_13930,user_id_846214,2021-07-15,Thursday,NL,56.2
conv_id_13959,user_id_59663,2021-07-15,Thursday,AT,36.3
conv_id_9684,user_id_1118004,2021-07-15,Thursday,DE,246.72
conv_id_12356,user_id_733877,2021-07-15,Thursday,DE,29.03
conv_id_919,user_id_498431,2021-07-15,Thursday,NL,64.0
conv_id_3414,user_id_1058170,2021-07-15,Thursday,DE,43.7
conv_id_14857,user_id_751151,2021-07-15,Thursday,AT,69.9
conv_id_10769,user_id_657931,2021-07-15,Thursday,DE,45.71
conv_id_10491,user_id_53804,2021-07-15,Thursday,BE,73.6
conv_id_12508,user_id_530157,2021-07-15,Thursday,DE,123.53
conv_id_2491,user_id_510800,2021-07-15,Thursday,DE,42.69
conv_id_8664,user_id_430859,2021-07-15,Thursday,DK,476.0
conv_id_14634,user_id_1020085,2021-07-15,Thursday,DE,50.42
conv_id_4566,user_id_975596,2021-07-15,Thursday,DE,132.43
conv_id_6994,user_id_1025982,2021-07-15,Thursday,DE,39.0
conv_id_7460,user_id_949446,2021-07-15,Thursday,DE,49.08
conv_id_11751,user_id_175182,2021-07-15,Thursday,NL,48.68
conv_id_6598,user_id_965713,2021-07-15,Thursday,AT,56.48
conv_id_3712,user_id_568506,2021-07-15,Thursday,DE,57.82
conv_id_9205,user_id_662304,2021-07-15,Thursday,AT,33.6
conv_id_1750,user_id_736810,2021-07-15,Thursday,DE,90.09
conv_id_8979,user_id_874997,2021-07-15,Thursday,DE,68.4
conv_id_3027,user_id_1030490,2021-07-15,Thursday,DE,58.49
conv_id_3031,user_id_129125,2021-07-15,Thursday,DE,98.16
conv_id_6766,user_id_734888,2021-07-15,Thursday,FR,16.66
conv_id_15292,user_id_557880,2021-07-15,Thursday,DE,41.93
conv_id_3434,user_id_237143,2021-07-15,Thursday,DE,47.73
conv_id_6943,user_id_1075839,2021-07-15,Thursday,AT,92.09
conv_id_13541,user_id_49348,2021-07-15,Thursday,AT,11.61
conv_id_3337,user_id_965959,2021-07-15,Thursday,NL,36.68
conv_id_7109,user_id_917246,2021-07-15,Thursday,DE,24.83
conv_id_7322,user_id_420973,2021-07-15,Thursday,NL,73.05
conv_id_2207,user_id_999305,2021-07-15,Thursday,FR,8.34
conv_id_14242,user_id_828054,2021-07-15,Thursday,FR,31.62
conv_id_4262,user_id_429292,2021-07-15,Thursday,DE,30.25
conv_id_7391,user_id_1011214,2021-07-15,Thursday,NL,8.26
conv_id_3009,user_id_100165,2021-07-15,Thursday,DE,55.81
conv_id_4618,user_id_899670,2021-07-15,Thursday,DE,63.87
conv_id_2019,user_id_279173,2021-07-15,Thursday,DE,76.65
conv_id_6180,user_id_338958,2021-07-15,Thursday,DE,43.01
conv_id_10266,user_id_81220,2021-07-15,Thursday,DE,29.03
conv_id_9824,user_id_1056853,2021-07-15,Thursday,NL,29.66
conv_id_10405,user_id_1153667,2021-07-15,Thursday,DE,28.86
conv_id_4445,user_id_880064,2021-07-15,Thursday,NL,49.96
conv_id_2114,user_id_1092233,2021-07-15,Thursday,AT,52.45
conv_id_4777,user_id_895986,2021-07-15,Thursday,NL,26.03
conv_id_4984,user_id_517063,2021-07-15,Thursday,DE,38.99
conv_id_13770,user_id_859247,2021-07-15,Thursday,NL,29.34
conv_id_514,user_id_345482,2021-07-15,Thursday,FR,90.83
conv_id_16126,user_id_566975,2021-07-15,Thursday,DE,32.81
conv_id_4302,user_id_1098357,2021-07-15,Thursday,DE,43.7
conv_id_10501,user_id_1058863,2021-07-15,Thursday,DE,50.42
conv_id_13506,user_id_447494,2021-07-15,Thursday,DE,51.09
conv_id_9728,user_id_468368,2021-07-15,Thursday,NL,19.74
conv_id_13718,user_id_461449,2021-07-15,Thursday,AT,59.84
conv_id_1046,user_id_279553,2021-07-15,Thursday,NL,23.27
conv_id_5932,user_id_396251,2021-07-15,Thursday,NL,7.02
conv_id_4837,user_id_425224,2021-07-15,Thursday,DE,35.6
conv_id_3615,user_id_730064,2021-07-15,Thursday,DE,24.28
conv_id_10588,user_id_1029855,2021-07-15,Thursday,DE,35.63
conv_id_5505,user_id_485004,2021-07-15,Thursday,DE,49.75
conv_id_16994,user_id_1052885,2021-07-15,Thursday,DE,45.72
conv_id_9484,user_id_340166,2021-07-15,Thursday,DE,54.44
conv_id_12532,user_id_10090,2021-07-15,Thursday,DE,66.47
conv_id_13868,user_id_657242,2021-07-15,Thursday,DE,30.89
conv_id_17067,user_id_574144,2021-07-15,Thursday,DE,32.24
conv_id_6559,user_id_235778,2021-07-15,Thursday,NL,83.06
conv_id_8732,user_id_417822,2021-07-15,Thursday,IT,31.34
conv_id_6151,user_id_97560,2021-07-15,Thursday,DE,84.79
conv_id_13833,user_id_103012,2021-07-15,Thursday,DE,8.4
conv_id_15800,user_id_403150,2021-07-15,Thursday,DE,49.08
conv_id_15098,user_id_47785,2021-07-15,Thursday,NL,0.0
conv_id_14684,user_id_494381,2021-07-15,Thursday,DE,68.58
conv_id_8366,user_id_211007,2021-07-15,Thursday,NL,24.37
conv_id_1814,user_id_1087623,2021-07-15,Thursday,FR,36.83
conv_id_5673,user_id_850655,2021-07-15,Thursday,NL,49.59
conv_id_6484,user_id_505206,2021-07-15,Thursday,DE,24.28
conv_id_10416,user_id_1078151,2021-07-15,Thursday,DE,94.11
conv_id_394,user_id_686487,2021-07-15,Thursday,DE,52.43
conv_id_13950,user_id_220050,2021-07-15,Thursday,FR,43.21
conv_id_3722,user_id_1087955,2021-07-15,Thursday,DE,76.65
conv_id_15006,user_id_897351,2021-07-15,Thursday,NL,109.92
conv_id_16021,user_id_173269,2021-07-15,Thursday,DE,0.0
conv_id_12754,user_id_561494,2021-07-15,Thursday,DE,0.0
conv_id_9239,user_id_1114837,2021-07-15,Thursday,FR,100.5
conv_id_15093,user_id_156321,2021-07-15,Thursday,NL,30.99
conv_id_9503,user_id_767843,2021-07-15,Thursday,BE,8.26
conv_id_4052,user_id_470690,2021-07-15,Thursday,NL,126.45
conv_id_7431,user_id_900472,2021-07-15,Thursday,DE,52.44
conv_id_1544,user_id_456436,2021-07-15,Thursday,FR,0.0
conv_id_5791,user_id_489069,2021-07-15,Thursday,DE,29.03
conv_id_16426,user_id_671516,2021-07-15,Thursday,DE,121.0
conv_id_2540,user_id_386152,2021-07-15,Thursday,FR,19.12
conv_id_16016,user_id_114398,2021-07-15,Thursday,NL,30.99
conv_id_11419,user_id_231373,2021-07-15,Thursday,NL,51.74
conv_id_13582,user_id_102126,2021-07-15,Thursday,FR,38.25
conv_id_6474,user_id_683291,2021-07-15,Thursday,NL,95.87
conv_id_1872,user_id_741246,2021-07-15,Thursday,FR,12.46
conv_id_10629,user_id_593677,2021-07-15,Thursday,FR,60.92
conv_id_17212,user_id_1070283,2021-07-15,Thursday,NL,11.98
conv_id_16826,user_id_843816,2021-07-15,Thursday,NL,19.74
conv_id_11875,user_id_859977,2021-07-15,Thursday,DE,104.72
conv_id_943,user_id_339421,2021-07-15,Thursday,DE,39.0
conv_id_3303,user_id_1081251,2021-07-15,Thursday,BE,25.37
conv_id_1866,user_id_908541,2021-07-15,Thursday,FR,43.21
conv_id_8817,user_id_507774,2021-07-15,Thursday,DE,139.83
conv_id_12179,user_id_407656,2021-07-15,Thursday,DE,15.96
conv_id_2553,user_id_242507,2021-07-15,Thursday,NL,34.71
conv_id_7659,user_id_622397,2021-07-15,Thursday,DE,76.48
conv_id_15089,user_id_1027645,2021-07-15,Thursday,NL,45.66
conv_id_420,user_id_533118,2021-07-15,Thursday,DE,59.16
conv_id_11980,user_id_306022,2021-07-15,Thursday,DE,62.53
conv_id_8030,user_id_665568,2021-07-15,Thursday,DE,80.0
conv_id_10537,user_id_783938,2021-07-15,Thursday,BE,75.83
conv_id_10142,user_id_568674,2021-07-15,Thursday,NL,25.53
conv_id_682,user_id_261198,2021-07-15,Thursday,NL,125.95
conv_id_1503,user_id_231142,2021-07-15,Thursday,NL,111.0
conv_id_14168,user_id_427913,2021-07-15,Thursday,NL,68.02
conv_id_219,user_id_573767,2021-07-15,Thursday,DE,89.41
conv_id_12100,user_id_858078,2021-07-15,Thursday,DE,79.33
conv_id_9891,user_id_1111720,2021-07-15,Thursday,DE,39.66
conv_id_4419,user_id_1149454,2021-07-15,Thursday,FR,8.34
conv_id_6148,user_id_986881,2021-07-15,Thursday,DE,101.52
conv_id_11060,user_id_265307,2021-07-15,Thursday,DE,47.06
conv_id_10858,user_id_904820,2021-07-15,Thursday,DE,57.81
conv_id_15602,user_id_917063,2021-07-15,Thursday,NL,8.26
conv_id_12691,user_id_346021,2021-07-15,Thursday,DE,26.18
conv_id_7327,user_id_106760,2021-07-15,Thursday,DE,20.0
conv_id_12178,user_id_101026,2021-07-15,Thursday,AT,76.62
conv_id_5435,user_id_518765,2021-07-15,Thursday,DE,71.94
conv_id_9225,user_id_246728,2021-07-15,Thursday,NL,61.12
conv_id_11116,user_id_19221,2021-07-15,Thursday,DE,104.2
conv_id_15956,user_id_578924,2021-07-15,Thursday,DE,39.0
conv_id_16019,user_id_427828,2021-07-15,Thursday,DE,35.64
conv_id_11275,user_id_750103,2021-07-15,Thursday,DE,74.62
conv_id_2543,user_id_898845,2021-07-15,Thursday,DE,36.31
conv_id_4775,user_id_306750,2021-07-15,Thursday,NL,53.72
conv_id_3276,user_id_67611,2021-07-15,Thursday,DE,24.28
conv_id_12570,user_id_458809,2021-07-15,Thursday,DE,29.37
conv_id_5670,user_id_572592,2021-07-15,Thursday,FR,86.33
conv_id_4278,user_id_181448,2021-07-15,Thursday,NL,101.78
conv_id_16027,user_id_279984,2021-07-15,Thursday,DE,63.86
conv_id_1664,user_id_2638,2021-07-15,Thursday,AT,44.37
conv_id_871,user_id_1149074,2021-07-15,Thursday,DE,0.0
conv_id_12971,user_id_736197,2021-07-15,Thursday,AT,105.53
conv_id_3052,user_id_701842,2021-07-15,Thursday,NL,48.25
conv_id_2108,user_id_544392,2021-07-15,Thursday,BE,13.64
conv_id_14255,user_id_450,2021-07-15,Thursday,DE,82.02
conv_id_7970,user_id_173473,2021-07-15,Thursday,FR,74.0
conv_id_6336,user_id_925395,2021-07-15,Thursday,ES,124.95
conv_id_10853,user_id_577976,2021-07-15,Thursday,NL,26.04
conv_id_4318,user_id_430298,2021-07-15,Thursday,DE,29.03
conv_id_6577,user_id_726052,2021-07-15,Thursday,DE,87.06
conv_id_8811,user_id_589738,2021-07-15,Thursday,NL,43.72
conv_id_13666,user_id_911927,2021-07-15,Thursday,DE,35.64
conv_id_8046,user_id_1015159,2021-07-15,Thursday,DE,43.53
conv_id_15615,user_id_53173,2021-07-15,Thursday,AT,58.49
conv_id_4960,user_id_987708,2021-07-15,Thursday,DE,116.98
conv_id_11384,user_id_636202,2021-07-15,Thursday,DE,46.13
conv_id_1658,user_id_318775,2021-07-15,Thursday,NL,35.13
conv_id_15559,user_id_627377,2021-07-15,Thursday,DE,67.23
conv_id_6619,user_id_310071,2021-07-15,Thursday,DE,97.57
conv_id_15662,user_id_434988,2021-07-15,Thursday,NL,38.01
conv_id_4526,user_id_742712,2021-07-15,Thursday,DE,53.78
conv_id_16931,user_id_871281,2021-07-15,Thursday,FR,95.58
conv_id_7477,user_id_345633,2021-07-15,Thursday,DE,95.47
conv_id_14338,user_id_858223,2021-07-15,Thursday,NL,152.23
conv_id_10486,user_id_416321,2021-07-15,Thursday,DE,35.64
conv_id_13802,user_id_200339,2021-07-15,Thursday,DE,51.77
conv_id_1274,user_id_689249,2021-07-15,Thursday,DE,43.7
conv_id_15230,user_id_545104,2021-07-15,Thursday,DE,69.24
conv_id_12439,user_id_600453,2021-07-15,Thursday,NL,36.53
conv_id_14207,user_id_391831,2021-07-15,Thursday,DE,32.81
conv_id_10529,user_id_17814,2021-07-15,Thursday,FR,36.67
conv_id_14747,user_id_1147543,2021-07-15,Thursday,DE,45.71
conv_id_3685,user_id_133440,2021-07-15,Thursday,NL,26.86
conv_id_2060,user_id_784710,2021-07-15,Thursday,DE,61.18
conv_id_7094,user_id_945238,2021-07-15,Thursday,DE,96.13
conv_id_13645,user_id_31471,2021-07-15,Thursday,FR,28.33
conv_id_10738,user_id_1023534,2021-07-15,Thursday,NL,36.36
conv_id_7270,user_id_6325,2021-07-15,Thursday,DE,34.27
conv_id_2619,user_id_1119314,2021-07-15,Thursday,FR,94.21
conv_id_5762,user_id_298953,2021-07-15,Thursday,NL,112.39
conv_id_4900,user_id_759890,2021-07-15,Thursday,BE,8.26
conv_id_13575,user_id_313820,2021-07-15,Thursday,AT,107.64
conv_id_8298,user_id_349426,2021-07-15,Thursday,FR,36.21
conv_id_13151,user_id_917613,2021-07-15,Thursday,FR,168.13
conv_id_17073,user_id_975164,2021-07-15,Thursday,AT,58.5
conv_id_3631,user_id_595604,2021-07-15,Thursday,DE,147.23
conv_id_4586,user_id_209282,2021-07-15,Thursday,DE,74.62
conv_id_3050,user_id_199493,2021-07-15,Thursday,DE,77.31
conv_id_9345,user_id_760066,2021-07-15,Thursday,NL,51.28
conv_id_1760,user_id_1070107,2021-07-15,Thursday,BE,11.98
conv_id_7305,user_id_66899,2021-07-15,Thursday,NL,30.99
conv_id_11780,user_id_601360,2021-07-15,Thursday,DE,95.47
conv_id_1440,user_id_798777,2021-07-15,Thursday,DE,29.03
conv_id_6889,user_id_656202,2021-07-15,Thursday,NL,34.2
conv_id_13827,user_id_824545,2021-07-15,Thursday,NL,22.72
conv_id_4658,user_id_957656,2021-07-15,Thursday,BE,110.86
conv_id_16696,user_id_133285,2021-07-15,Thursday,FR,12.46
conv_id_12396,user_id_1153710,2021-07-15,Thursday,DE,46.13
conv_id_12033,user_id_511327,2021-07-15,Thursday,NL,37.94
conv_id_7521,user_id_325053,2021-07-15,Thursday,NL,61.82
conv_id_4177,user_id_1006708,2021-07-15,Thursday,NL,153.75
conv_id_17077,user_id_383188,2021-07-15,Thursday,DE,21.47
conv_id_4620,user_id_199642,2021-07-15,Thursday,BE,8.26
conv_id_13405,user_id_1144283,2021-07-15,Thursday,NL,38.02
conv_id_12914,user_id_889746,2021-07-15,Thursday,DE,96.14
conv_id_17257,user_id_658627,2021-07-15,Thursday,FR,43.21
conv_id_11545,user_id_616734,2021-07-15,Thursday,NL,8.26
conv_id_3080,user_id_960118,2021-07-15,Thursday,DE,26.18
conv_id_625,user_id_536120,2021-07-15,Thursday,DE,53.11
conv_id_654,user_id_543424,2021-07-15,Thursday,DE,42.35
conv_id_5566,user_id_16458,2021-07-15,Thursday,FR,87.33
conv_id_13485,user_id_15237,2021-07-15,Thursday,DE,76.64
conv_id_949,user_id_295733,2021-07-15,Thursday,DE,8.4
conv_id_1177,user_id_908816,2021-07-15,Thursday,DE,33.61
conv_id_7189,user_id_763827,2021-07-15,Thursday,NL,38.68
conv_id_9465,user_id_131888,2021-07-15,Thursday,NL,23.97
conv_id_14899,user_id_988969,2021-07-15,Thursday,FR,43.21
conv_id_2078,user_id_112063,2021-07-15,Thursday,FR,43.67
conv_id_9806,user_id_1116942,2021-07-15,Thursday,DE,35.64
conv_id_11153,user_id_513063,2021-07-15,Thursday,DE,132.44
conv_id_10069,user_id_219633,2021-07-15,Thursday,NL,55.46
conv_id_7974,user_id_270486,2021-07-15,Thursday,DE,78.67
conv_id_6736,user_id_1083652,2021-07-15,Thursday,DE,85.38
conv_id_2312,user_id_191029,2021-07-15,Thursday,DE,78.65
conv_id_9014,user_id_410547,2021-07-15,Thursday,DE,29.03
conv_id_12086,user_id_625281,2021-07-15,Thursday,NL,64.46
conv_id_15639,user_id_639270,2021-07-15,Thursday,FR,16.66
conv_id_13624,user_id_279086,2021-07-15,Thursday,FR,80.04
conv_id_10295,user_id_98916,2021-07-15,Thursday,NL,17.35
conv_id_14370,user_id_909099,2021-07-15,Thursday,AT,61.18
conv_id_110,user_id_901822,2021-07-15,Thursday,BE,0.0
conv_id_8722,user_id_436263,2021-07-15,Thursday,DE,34.96
conv_id_12498,user_id_1076987,2021-07-15,Thursday,DE,93.45
conv_id_5472,user_id_264276,2021-07-15,Thursday,NL,8.26
conv_id_12069,user_id_1080338,2021-07-15,Thursday,NL,35.52
conv_id_3701,user_id_802033,2021-07-15,Thursday,NL,28.88
conv_id_6735,user_id_1101819,2021-07-15,Thursday,DE,69.91
conv_id_15612,user_id_1136944,2021-07-15,Thursday,FR,8.34
conv_id_4771,user_id_1076987,2021-07-15,Thursday,DE,41.01
conv_id_12143,user_id_205611,2021-07-15,Thursday,DE,110.92
conv_id_16653,user_id_871832,2021-07-15,Thursday,NL,8.26
conv_id_11040,user_id_2283,2021-07-15,Thursday,DE,63.19
conv_id_11304,user_id_697560,2021-07-15,Thursday,FR,43.21
conv_id_8673,user_id_1080475,2021-07-15,Thursday,DE,57.57
conv_id_17274,user_id_908617,2021-07-15,Thursday,BE,120.2
conv_id_6645,user_id_144259,2021-07-15,Thursday,DE,24.83
conv_id_14872,user_id_754881,2021-07-15,Thursday,DE,55.12
conv_id_1322,user_id_418741,2021-07-15,Thursday,BE,64.34
conv_id_12688,user_id_253449,2021-07-15,Thursday,NL,99.5
conv_id_7462,user_id_35683,2021-07-15,Thursday,DE,77.99
conv_id_12281,user_id_707930,2021-07-15,Thursday,FR,8.34
conv_id_12301,user_id_688590,2021-07-15,Thursday,FR,43.21
conv_id_5680,user_id_1118310,2021-07-15,Thursday,NL,59.0
conv_id_5725,user_id_612151,2021-07-15,Thursday,DE,57.82
conv_id_13266,user_id_16602,2021-07-15,Thursday,DE,8.4
conv_id_6091,user_id_870489,2021-07-15,Thursday,DE,60.51
conv_id_15821,user_id_491439,2021-07-15,Thursday,FR,8.34
conv_id_12748,user_id_39746,2021-07-15,Thursday,NL,28.51
conv_id_4817,user_id_35731,2021-07-15,Thursday,DE,28.19
conv_id_9479,user_id_836905,2021-07-15,Thursday,DE,48.4
conv_id_9866,user_id_888206,2021-07-15,Thursday,NL,11.98
conv_id_1331,user_id_108195,2021-07-15,Thursday,DE,44.37
conv_id_7478,user_id_693242,2021-07-15,Thursday,FR,47.49
conv_id_578,user_id_124186,2021-07-15,Thursday,DE,34.8
conv_id_4436,user_id_425577,2021-07-15,Thursday,NL,15.7
conv_id_4609,user_id_703694,2021-07-15,Thursday,DE,87.4
conv_id_7397,user_id_48421,2021-07-15,Thursday,DE,25.71
conv_id_15622,user_id_103383,2021-07-15,Thursday,NL,38.34
conv_id_9808,user_id_1145636,2021-07-15,Thursday,NL,94.67
conv_id_2989,user_id_191399,2021-07-15,Thursday,DE,186.22
conv_id_16368,user_id_146834,2021-07-15,Thursday,AT,29.0
conv_id_9529,user_id_929304,2021-07-15,Thursday,DE,35.64
conv_id_2441,user_id_1001151,2021-07-15,Thursday,DE,61.85
conv_id_10539,user_id_411100,2021-07-15,Thursday,NL,21.16
conv_id_13747,user_id_798078,2021-07-15,Thursday,DE,63.87
conv_id_6631,user_id_546321,2021-07-15,Thursday,DE,36.29
conv_id_7508,user_id_508273,2021-07-15,Thursday,DE,44.37
conv_id_14763,user_id_416777,2021-07-15,Thursday,NL,42.47
conv_id_14273,user_id_362836,2021-07-15,Thursday,NL,20.57
conv_id_14967,user_id_362732,2021-07-15,Thursday,FR,52.5
conv_id_16353,user_id_645821,2021-07-15,Thursday,DE,45.71
conv_id_4392,user_id_975069,2021-07-15,Thursday,FR,74.91
conv_id_15276,user_id_351987,2021-07-15,Thursday,NL,36.53
conv_id_1112,user_id_18574,2021-07-15,Thursday,DE,26.18
conv_id_6847,user_id_462366,2021-07-15,Thursday,AT,144.21
conv_id_12965,user_id_1105829,2021-07-15,Thursday,DE,110.26
conv_id_7219,user_id_212240,2021-07-15,Thursday,DE,49.75
conv_id_13153,user_id_828012,2021-07-15,Thursday,FR,45.16
conv_id_14253,user_id_318060,2021-07-15,Thursday,DE,45.71
conv_id_1931,user_id_876632,2021-07-15,Thursday,FR,8.34
conv_id_6907,user_id_1002887,2021-07-15,Thursday,DE,21.51
conv_id_7198,user_id_770472,2021-07-15,Thursday,FR,83.59
conv_id_5858,user_id_146717,2021-07-15,Thursday,AT,64.54
conv_id_4838,user_id_512147,2021-07-15,Thursday,DE,76.64
conv_id_6214,user_id_863420,2021-07-15,Thursday,DE,43.7
conv_id_1442,user_id_488459,2021-07-15,Thursday,NL,34.71
conv_id_16403,user_id_601891,2021-07-15,Thursday,FR,21.62
conv_id_11797,user_id_638782,2021-07-15,Thursday,DE,47.73
conv_id_13571,user_id_990610,2021-07-15,Thursday,FR,70.75
conv_id_8439,user_id_1119791,2021-07-15,Thursday,DE,67.22
conv_id_13255,user_id_604276,2021-07-15,Thursday,NL,34.71
conv_id_4287,user_id_157185,2021-07-15,Thursday,DE,90.76
conv_id_82,user_id_785746,2021-07-15,Thursday,DE,52.44
conv_id_2204,user_id_290138,2021-07-15,Thursday,NL,60.33
conv_id_16088,user_id_274768,2021-07-15,Thursday,BE,26.03
conv_id_13632,user_id_185862,2021-07-15,Thursday,AT,39.34
conv_id_13052,user_id_262820,2021-07-15,Thursday,NL,49.59
conv_id_13055,user_id_856629,2021-07-15,Thursday,NL,47.93
conv_id_11077,user_id_964464,2021-07-15,Thursday,DE,45.71
conv_id_738,user_id_219910,2021-07-15,Thursday,AT,25.71
conv_id_6550,user_id_188204,2021-07-15,Thursday,AT,54.47
conv_id_8714,user_id_447957,2021-07-15,Thursday,NL,41.32
conv_id_11534,user_id_310677,2021-07-15,Thursday,NL,47.93
conv_id_16590,user_id_418064,2021-07-15,Thursday,BE,96.13
conv_id_16596,user_id_1029599,2021-07-15,Thursday,BE,23.13
conv_id_9599,user_id_702353,2021-07-15,Thursday,DE,46.13
conv_id_11624,user_id_962809,2021-07-15,Thursday,FR,8.34
conv_id_6260,user_id_892590,2021-07-15,Thursday,DE,65.89
conv_id_5060,user_id_81831,2021-07-15,Thursday,DE,0.0
conv_id_2413,user_id_504489,2021-07-15,Thursday,DE,82.69
conv_id_9537,user_id_588553,2021-07-15,Thursday,DE,39.33
conv_id_6965,user_id_5319,2021-07-15,Thursday,BE,8.26
conv_id_1396,user_id_32557,2021-07-15,Thursday,NL,8.26
conv_id_14686,user_id_655411,2021-07-15,Thursday,DE,53.11
conv_id_1278,user_id_193859,2021-07-15,Thursday,DE,25.71
conv_id_11084,user_id_367822,2021-07-15,Thursday,FR,105.54
